row_id,source_dataset,npdes_id,registry_id,facility_name,city,state,county,permit_status,permit_type,facility_type,total_design_flow,actual_average_flow,current_snc_status,current_violation,inspections,pct_low_income_3mi,pct_people_of_color,population_density,tribal_spatial_flag,derived_tribes,latitude,longitude,has_tribal_context,has_current_violation
6147,EPA ECHO CWA/NPDES facility locations,AK0051381,110028071495,ASPEN EXPLORATION CORP.,NOME,AK,Nome (CA),Terminated,NPDES Individual Permit,NON-POTW,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,64.74108690008,-164.65499739967902,FALSE,FALSE
6148,EPA ECHO CWA/NPDES facility locations,AKR10CG55,110040432056,ALASKA DOTPF CR,PALMER,AK,Unknown county,Pending,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,61.62442030011571,-148.98207700032103,FALSE,FALSE
6149,EPA ECHO CWA/NPDES facility locations,AKG376442,110041915194,"RICHARD DOSS, JON WOHL, BRIAN SEXTON / PETERS CREEK",UNKNOWN,AK,Unknown county,Terminated,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,63.3461910000742,-152.83706790031502,FALSE,FALSE
6150,EPA ECHO CWA/NPDES facility locations,AKG375173,110012687235,"LEONARD EDWARDS, LARRY WADE / DALTON HIGHWAY LIST",UNKNOWN,AK,Fairbanks North Star,Terminated,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,64.6704542999335,-146.496061100249,FALSE,FALSE
6151,EPA ECHO CWA/NPDES facility locations,AKG520462,110013813061,F/V PROWLER (623837),UNKNOWN,AK,Unknown county,Terminated,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,63.3461910000742,-152.83706790031502,FALSE,FALSE
6152,EPA ECHO CWA/NPDES facility locations,AKG378337,110041935234,TIM SONNENTAG / MATANUSKA RIVER,UNKNOWN,AK,Unknown county,Terminated,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,63.3461910000742,-152.83706790031502,FALSE,FALSE
6153,EPA ECHO CWA/NPDES facility locations,AKG370763,110041256832,JEFF BEVANS / FORTRESS CREEK,UNKNOWN,AK,Unknown county,Terminated,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,63.3461910000742,-152.83706790031502,FALSE,FALSE
6154,EPA ECHO CWA/NPDES facility locations,AKG370D9L,110071963433,AO RESOURCES SWEEPSTAKES CREEK MINE SITE,KOYUK,AK,Nome (CA),Admin Continued,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,64.9397160999308,-161.121538600173,FALSE,FALSE
6155,EPA ECHO CWA/NPDES facility locations,AKG376329,110012687583,TOM HUNDLEY / NUGGET CREEK,UNKNOWN,AK,Matanuska-Susitna,Terminated,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,62.26562629986171,-149.50399350017196,FALSE,FALSE
6156,EPA ECHO CWA/NPDES facility locations,AKR10EJ13,110067374291,PORT MACKENZIE RAIL EXTENSION SEGMENT 3,HOUSTON,AK,Matanuska-Susitna,Terminated,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,61.620955800004715,-149.83213169986797,FALSE,FALSE
6157,EPA ECHO CWA/NPDES facility locations,AKG572115,110070544426,MERTARVIK WWTF,MERTARVIK,AK,Bristol Bay,Effective,General Permit Covered Facility,POTW,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,60.763347199928106,-161.86942240027602,FALSE,FALSE
6158,EPA ECHO CWA/NPDES facility locations,AKG375053,110012683710,"CHARLES BRIDGES, CHARLES DELK / SIXMILE-RESURRECTION CREEK",UNKNOWN,AK,Unknown county,Terminated,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,63.3461910000742,-152.83706790031502,FALSE,FALSE
6159,EPA ECHO CWA/NPDES facility locations,AKG376592,110041909726,MIKE G. MCGINTY / PETERS CREEK,UNKNOWN,AK,Unknown county,Terminated,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,63.3461910000742,-152.83706790031502,FALSE,FALSE
6160,EPA ECHO CWA/NPDES facility locations,AKG377537,110041920810,THEODORE EMBS / CACHE CREEK,UNKNOWN,AK,Unknown county,Terminated,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,63.3461910000742,-152.83706790031502,FALSE,FALSE
6161,EPA ECHO CWA/NPDES facility locations,AKG378075,110041931764,SUSANNE M. OSBORNE / LITTLE SUSITNA/FISHHOOK CREEK,UNKNOWN,AK,Unknown county,Terminated,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,63.3461910000742,-152.83706790031502,FALSE,FALSE
6162,EPA ECHO CWA/NPDES facility locations,AKG377494,110041905702,FRANK DERRICK / PETERS CREEK,UNKNOWN,AK,Unknown county,Terminated,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,63.3461910000742,-152.83706790031502,FALSE,FALSE
6163,EPA ECHO CWA/NPDES facility locations,AKG701008,110013347486,LISA CREEK,UNKNOWN,AK,Petersburg Census Area,Terminated,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,57.1124581000133,-133.008597900402,FALSE,FALSE
6164,EPA ECHO CWA/NPDES facility locations,AKG376297,110012811840,RAYMOND W REYNOLDS / SIXMILE-RESURRECTION CREEK,UNKNOWN,AK,Unknown county,Terminated,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,63.3461910000742,-152.83706790031502,FALSE,FALSE
6165,EPA ECHO CWA/NPDES facility locations,AKG376985,110041907942,LARRY CICALE / FORTYMILE AREA,UNKNOWN,AK,Unknown county,Terminated,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,63.3461910000742,-152.83706790031502,FALSE,FALSE
6166,EPA ECHO CWA/NPDES facility locations,AKG375760,110012757052,GUY A MATTHEWS / MCARTHUR CREEK,UNKNOWN,AK,Fairbanks North Star,Terminated,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,64.6704542999335,-146.496061100249,FALSE,FALSE
6167,EPA ECHO CWA/NPDES facility locations,AKG285025,110017710538,CONOCOPHILLIPS ALASKA INC,COOK INLET,AK,Anchorage Municipality,Terminated,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,61.1742502998493,-149.284329399791,FALSE,FALSE
6168,EPA ECHO CWA/NPDES facility locations,AKG376449,110041899924,ROY DUNCAN / MILLES CREEK,UNKNOWN,AK,Unknown county,Terminated,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,63.3461910000742,-152.83706790031502,FALSE,FALSE
6169,EPA ECHO CWA/NPDES facility locations,AKR10GD61,110070815261,HATCHER PASS ESTATES_2 ,PALMER,AK,Matanuska-Susitna,Terminated,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,61.62442030011571,-148.98207700032103,FALSE,FALSE
6170,EPA ECHO CWA/NPDES facility locations,AKG376020,110012756543,JAMES S NEWBY / CANYON CREEK,UNKNOWN,AK,Matanuska-Susitna,Terminated,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,62.26562629986171,-149.50399350017196,FALSE,FALSE
6171,EPA ECHO CWA/NPDES facility locations,AKG376600,110041917995,"JOHN A. MANLEY, III / PETERS CREEK",UNKNOWN,AK,Unknown county,Terminated,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,63.3461910000742,-152.83706790031502,FALSE,FALSE
6172,EPA ECHO CWA/NPDES facility locations,AKG375656,110012815882,CHARLES SILER / SIXMILE-RESURRECTION CREEK,UNKNOWN,AK,Unknown county,Terminated,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,63.3461910000742,-152.83706790031502,FALSE,FALSE
6173,EPA ECHO CWA/NPDES facility locations,AKG377714,110041899274,JUSTAN TRUE HITESMAN / KNIK RIVER,UNKNOWN,AK,Unknown county,Terminated,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,63.3461910000742,-152.83706790031502,FALSE,FALSE
6174,EPA ECHO CWA/NPDES facility locations,AKG375522,110013348449,ROBERT LAMB / PETERS CREEK,UNKNOWN,AK,Matanuska-Susitna,Terminated,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,62.26562629986171,-149.50399350017196,FALSE,FALSE
6175,EPA ECHO CWA/NPDES facility locations,AKG371457,110059803360,OTTE NORTH SOUND MEDIUM SUCTION DREDGE,NOME,AK,Nome (CA),Terminated,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,64.74108690008,-164.65499739967902,FALSE,FALSE
6176,EPA ECHO CWA/NPDES facility locations,AKG700029,110039169967,SALT LAKE BAY LTF,HOONAH,AK,Hoonah-Angoon Census Area,Expired,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,58.024766200223596,-135.308209899844,FALSE,FALSE
6177,EPA ECHO CWA/NPDES facility locations,AKG378052,110041916852,RONDA & JOE OGLESBY / PLACER RIVER,UNKNOWN,AK,Unknown county,Terminated,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,63.3461910000742,-152.83706790031502,FALSE,FALSE
6178,EPA ECHO CWA/NPDES facility locations,AKG378586,110041903633,MARTIN BOARDMAN / CACHE CREEK,UNKNOWN,AK,Unknown county,Terminated,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,63.3461910000742,-152.83706790031502,FALSE,FALSE
6179,EPA ECHO CWA/NPDES facility locations,AKG378346,110041935323,KEVIN SPURGEON / PETERS CREEK,UNKNOWN,AK,Unknown county,Terminated,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,63.3461910000742,-152.83706790031502,FALSE,FALSE
6180,EPA ECHO CWA/NPDES facility locations,AKG378388,110041901671,KENNETH TAKAK / UNGALIK RIVER,UNKNOWN,AK,Unknown county,Terminated,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,63.3461910000742,-152.83706790031502,FALSE,FALSE
6181,EPA ECHO CWA/NPDES facility locations,AKR10CH78,110040432065,MILLER CONSTRUCTION CO. LTD,JUNEAU,AK,Juneau City and Borough,Terminated,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,58.3727004001151,-134.17878070012299,FALSE,FALSE
6182,EPA ECHO CWA/NPDES facility locations,AKG370834,110041258475,FAIRBANKS EXCAVATION / SMALLWOOD CREEK,UNKNOWN,AK,Unknown county,Terminated,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,63.3461910000742,-152.83706790031502,FALSE,FALSE
6183,EPA ECHO CWA/NPDES facility locations,AKG376922,110041920990,ROSE LAFFERTY / LITTLE HONOLULU CREEK,UNKNOWN,AK,Unknown county,Terminated,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,63.3461910000742,-152.83706790031502,FALSE,FALSE
6184,EPA ECHO CWA/NPDES facility locations,AKG524066,110042374784,BLUE NORTH FISHERIES INC - F/V BLUE STAR (USCG NO. 250464),UNKNOWN,AK,Unknown county,Terminated,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,63.3461910000742,-152.83706790031502,FALSE,FALSE
6185,EPA ECHO CWA/NPDES facility locations,AKG378106,110041903081,KEAVIN T. PARSON / SIXMILE-RESURRECTION CREEK,UNKNOWN,AK,Unknown county,Terminated,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,63.3461910000742,-152.83706790031502,FALSE,FALSE
6186,EPA ECHO CWA/NPDES facility locations,AKG376293,110012812377,RICHARD OLDSON / LITTLE SUSITNA/FISHHOOK CREEK,UNKNOWN,AK,Matanuska-Susitna,Terminated,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,62.26562629986171,-149.50399350017196,FALSE,FALSE
6187,EPA ECHO CWA/NPDES facility locations,AKG378720,110042376586,JULIO GUERRA / PETERS CREEK,UNKNOWN,AK,Unknown county,Terminated,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,63.3461910000742,-152.83706790031502,FALSE,FALSE
6188,EPA ECHO CWA/NPDES facility locations,AKG376735,110041931684,EDWIN R. STARBIRD / KNIK RIVER,UNKNOWN,AK,Unknown county,Terminated,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,63.3461910000742,-152.83706790031502,FALSE,FALSE
6189,EPA ECHO CWA/NPDES facility locations,AKR05A013,110022846768,CHENA METRO PIT MINING,FAIRBANKS,AK,Fairbanks North Star,Terminated,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,64.87735039983139,-148.14856959978596,FALSE,FALSE
6190,EPA ECHO CWA/NPDES facility locations,AKG370590,110028070398,JAMES OUDEKERK / MOOSE CREEK,UNKNOWN,AK,Fairbanks North Star,Terminated,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,64.6704542999335,-146.496061100249,FALSE,FALSE
6191,EPA ECHO CWA/NPDES facility locations,AKG370C35,110070151949,PETERSON WILLOW CREEK MINE SITE,GLENNALLEN,AK,Matanuska-Susitna,Admin Continued,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,40,20,0.18,NA,NA,62.042312999897504,-147.288997999897,FALSE,FALSE
6192,EPA ECHO CWA/NPDES facility locations,AKG701064,110063219592,SHAKAN BAY LOG STORAGE AREA,KLAWOCK,AK,Unknown county,Terminated,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,55.550202999820804,-132.94594730031102,FALSE,FALSE
6193,EPA ECHO CWA/NPDES facility locations,AKG374003,110064032657,BERING SUBSEA MINING NORTON SOUND LARGE SUCTION DREDGE,NOME,AK,Unknown county,Terminated,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,64.74108690008,-164.65499739967902,FALSE,FALSE
6194,EPA ECHO CWA/NPDES facility locations,AKG375824,110012815034,DENNIS E SILER / ROCKY CREEK,UNKNOWN,AK,Matanuska-Susitna,Terminated,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,62.26562629986171,-149.50399350017196,FALSE,FALSE
6195,EPA ECHO CWA/NPDES facility locations,AKG378713,110042376434,KARL GIRARD SR / MATANUSKA RIVER,UNKNOWN,AK,Unknown county,Terminated,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,63.3461910000742,-152.83706790031502,FALSE,FALSE
6196,EPA ECHO CWA/NPDES facility locations,AKR10H128,AKR10H128,CHENA SMALL TRACTS ROUNDABOUT,FAIRBANKS,AK,Fairbanks North Star,Effective,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,64.8347679998439,-147.882925999646,FALSE,FALSE
6197,EPA ECHO CWA/NPDES facility locations,AKR10H11V,AKR10H11V,KACHEMAK DRIVE MP 0-3.5 PAVEMENT PRESERVATION PROJECT NO. 0001701 / CFHWY00602,HOMER,AK,Kenai Peninsula,Effective,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,NA,NA,NA,N,"Seldovia Village Tribe - 17 mile(s), Native Village of Port Graham - 25 mile(s)",59.6445500000761,-151.46005999983197,TRUE,FALSE
6198,EPA ECHO CWA/NPDES facility locations,AKG370587,110028070389,TOM C VAN OSTRAND / FOX CREEK,UNKNOWN,AK,Yukon-Koyukuk (CA),Terminated,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,63.3461910000742,-152.83706790031502,FALSE,FALSE
6199,EPA ECHO CWA/NPDES facility locations,AKG378164,110041918985,KEN PRAY / PETERS CREEK,UNKNOWN,AK,Unknown county,Terminated,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,63.3461910000742,-152.83706790031502,FALSE,FALSE
6200,EPA ECHO CWA/NPDES facility locations,AKG378017,110041910750,ERIC NELSON / SIXMILE-RESURRECTION CREEK,UNKNOWN,AK,Unknown county,Terminated,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,63.3461910000742,-152.83706790031502,FALSE,FALSE
6201,EPA ECHO CWA/NPDES facility locations,AKG520310,110009005147,F/T AMERICAN TRIUMPH (646737),UNKNOWN,AK,Unknown county,Terminated,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,63.3461910000742,-152.83706790031502,FALSE,FALSE
6202,EPA ECHO CWA/NPDES facility locations,AKG379124,110042376997,JOSEPH MACON / CACHE CREEK,UNKNOWN,AK,Unknown county,Terminated,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,63.3461910000742,-152.83706790031502,FALSE,FALSE
6203,EPA ECHO CWA/NPDES facility locations,AKG376073,110012813991,JAMES S NEWBY / DALTON HIGHWAY LIST,UNKNOWN,AK,Fairbanks North Star,Terminated,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,64.6704542999335,-146.496061100249,FALSE,FALSE
6204,EPA ECHO CWA/NPDES facility locations,AKG379000,110042393727,RICKY WESTBROOK / UNNAMED TRIB NEAR HURRICANE,UNKNOWN,AK,Unknown county,Terminated,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,63.3461910000742,-152.83706790031502,FALSE,FALSE
6205,EPA ECHO CWA/NPDES facility locations,AKG701032,110038453802,KAKE SHIP MOORAGE AND LSA,KAKE,AK,Petersburg Census Area,Terminated,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,56.7710785000184,-134.08998049964097,FALSE,FALSE
6206,EPA ECHO CWA/NPDES facility locations,AKG520546,110028072065,F/V SEA VENTURE,UNKNOWN,AK,Unknown county,Terminated,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,63.3461910000742,-152.83706790031502,FALSE,FALSE
6207,EPA ECHO CWA/NPDES facility locations,AKG378697,110042376274,MARK FORSMAN / CACHE CREEK,UNKNOWN,AK,Unknown county,Terminated,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,63.3461910000742,-152.83706790031502,FALSE,FALSE
6208,EPA ECHO CWA/NPDES facility locations,AKG378736,110042376746,LISA BERNSTINE / LITTLE SUSITNA/FISHHOOK CREEK,UNKNOWN,AK,Unknown county,Terminated,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,63.3461910000742,-152.83706790031502,FALSE,FALSE
6209,EPA ECHO CWA/NPDES facility locations,AKG377696,110041917708,TERRELL HEWETT / KNIK RIVER,UNKNOWN,AK,Unknown county,Terminated,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,63.3461910000742,-152.83706790031502,FALSE,FALSE
6210,EPA ECHO CWA/NPDES facility locations,AK0051772,110028071538,UNKNOWN,PETERSVILLE,AK,Matanuska-Susitna,Terminated,NPDES Individual Permit,NON-POTW,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,62.473401500033894,-150.87678730035,FALSE,FALSE
6211,EPA ECHO CWA/NPDES facility locations,AKG377784,110041912124,CHARLES JEWELL / SIXMILE-RESURRECTION CREEK,UNKNOWN,AK,Unknown county,Terminated,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,63.3461910000742,-152.83706790031502,FALSE,FALSE
6212,EPA ECHO CWA/NPDES facility locations,AKG378163,110041918930,"DAVID R POWELL, JOHN POWELL, DARRELL AULT / PETERSON CREEK",UNKNOWN,AK,Unknown county,Terminated,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,63.3461910000742,-152.83706790031502,FALSE,FALSE
6213,EPA ECHO CWA/NPDES facility locations,AKG376548,110041930211,TOM HUNDLEY / FORTYMILE AREA,UNKNOWN,AK,Unknown county,Terminated,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,63.3461910000742,-152.83706790031502,FALSE,FALSE
6214,EPA ECHO CWA/NPDES facility locations,AKG376724,110041923719,MIKE & MICHELLE SPAIN / LITTLE SUSITNA/FISHHOOK CREEK,UNKNOWN,AK,Unknown county,Terminated,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,63.3461910000742,-152.83706790031502,FALSE,FALSE
6215,EPA ECHO CWA/NPDES facility locations,AKG375904,110013348029,DONALD L. THURBER / CROW CREEK,UNKNOWN,AK,Anchorage Municipality,Terminated,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,61.1742502998493,-149.284329399791,FALSE,FALSE
6216,EPA ECHO CWA/NPDES facility locations,AKG379161,110042358294,MIKE WALTER / LITTLE SUSITNA/FISHHOOK CREEK,UNKNOWN,AK,Unknown county,Terminated,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,63.3461910000742,-152.83706790031502,FALSE,FALSE
6217,EPA ECHO CWA/NPDES facility locations,AKG377513,110041914792,MARK DOWNS / KNIK RIVER,UNKNOWN,AK,Unknown county,Terminated,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,63.3461910000742,-152.83706790031502,FALSE,FALSE
6218,EPA ECHO CWA/NPDES facility locations,AKR10GM32,110071220489,CVTC-CHITNA FTTH,CHITINA,AK,Valdez-Cordova (CA),Terminated,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,61.2707469001944,-142.60582959978098,FALSE,FALSE
6219,EPA ECHO CWA/NPDES facility locations,AKG375516,110028066474,JOHN E JAKOBOWSKI / FAITH CREEK,UNKNOWN,AK,Unknown county,Terminated,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,63.3461910000742,-152.83706790031502,FALSE,FALSE
6220,EPA ECHO CWA/NPDES facility locations,AKG376365,110012681259,BRIAN BERKHAHN / LITTLE SUSITNA/FISHHOOK CREEK,UNKNOWN,AK,Matanuska-Susitna,Terminated,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,62.26562629986171,-149.50399350017196,FALSE,FALSE
6221,EPA ECHO CWA/NPDES facility locations,AKG376082,110012814080,JOHN O'NEILL / PETERS CREEK,UNKNOWN,AK,Matanuska-Susitna,Terminated,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,62.26562629986171,-149.50399350017196,FALSE,FALSE
6222,EPA ECHO CWA/NPDES facility locations,AKG377803,110041917101,MARSHALL JOY / PETERS CREEK,UNKNOWN,AK,Unknown county,Terminated,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,63.3461910000742,-152.83706790031502,FALSE,FALSE
6223,EPA ECHO CWA/NPDES facility locations,AKG377779,110041911811,LARRY JACEK / PETERS CREEK,UNKNOWN,AK,Unknown county,Terminated,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,63.3461910000742,-152.83706790031502,FALSE,FALSE
6224,EPA ECHO CWA/NPDES facility locations,AKG376907,110041913695,TINA & SHAWN JOHNSON / KNIK RIVER,UNKNOWN,AK,Unknown county,Terminated,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,63.3461910000742,-152.83706790031502,FALSE,FALSE
6225,EPA ECHO CWA/NPDES facility locations,AKG370579,110010113830,LUCKY CREEK MINING / WHITE CREEK,UNKNOWN,AK,Matanuska-Susitna,Terminated,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,62.26562629986171,-149.50399350017196,FALSE,FALSE
6226,EPA ECHO CWA/NPDES facility locations,AKG378850,110042381035,CHRIS KACZOROWSKI / MATANUSKA RIVER,UNKNOWN,AK,Unknown county,Terminated,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,63.3461910000742,-152.83706790031502,FALSE,FALSE
6227,EPA ECHO CWA/NPDES facility locations,AKG378084,110041932013,TIMOTHY MARTIN / PURCHERS CREEK,UNKNOWN,AK,Unknown county,Terminated,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,63.3461910000742,-152.83706790031502,FALSE,FALSE
6228,EPA ECHO CWA/NPDES facility locations,AKG375307,110013348573,NORRIS BERT KEYES / COTTONWOOD CREEK,UNKNOWN,AK,Matanuska-Susitna,Terminated,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,62.26562629986171,-149.50399350017196,FALSE,FALSE
6229,EPA ECHO CWA/NPDES facility locations,AKG376360,110012755848,RONALD A MILLER/ LITTLE SUSITNA RIVER,UNKNOWN,AK,Matanuska-Susitna,Terminated,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,62.26562629986171,-149.50399350017196,FALSE,FALSE
6230,EPA ECHO CWA/NPDES facility locations,AKG378358,110041902439,DUANE STARK / SIXMILE-RESURRECTION CREEK,UNKNOWN,AK,Unknown county,Terminated,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,63.3461910000742,-152.83706790031502,FALSE,FALSE
6231,EPA ECHO CWA/NPDES facility locations,AKG375451,110012758266,JOSEPH & ERIC KINNEY / SIXMILE-RESURRECTION CREEK,UNKNOWN,AK,Unknown county,Terminated,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,63.3461910000742,-152.83706790031502,FALSE,FALSE
6232,EPA ECHO CWA/NPDES facility locations,AKG375104,110012683756,FLEM O COCHRAN / SNOW RIVER,UNKNOWN,AK,Unknown county,Terminated,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,63.3461910000742,-152.83706790031502,FALSE,FALSE
6233,EPA ECHO CWA/NPDES facility locations,AKG377707,110041918084,"JANICE HICKMAN, DONALD HICKMAN, HERMAN HICKMAN, BLAKELY HICKMAN / MATANUSKA RIVE",UNKNOWN,AK,Unknown county,Terminated,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,63.3461910000742,-152.83706790031502,FALSE,FALSE
6234,EPA ECHO CWA/NPDES facility locations,AKG377588,110041908745,RICHARD FENTON / PURCHES CREEK,UNKNOWN,AK,Unknown county,Terminated,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,63.3461910000742,-152.83706790031502,FALSE,FALSE
